#20e3, #
1f497, celebrate
1f498, up
1f4a1, fest
1f4a2, school
1f4a3, master
1f4a4, lam
1f4a6, monkey
1f4a8, chicken
1f4a9, boar
1f4aa, more
1f4b0, rich
1f4b1, currency
1f4b9, stock
1f4ba, seat
1f4bb, program
1f4bc, suitcase
1f4bd, software
1f4bf, CD
1f4c0, drive
1f4d6, learn
1f4dd, write
1f4e0, fax
1f4e1, satellite
1f4e2, announce
1f4e3, speaker
1f4e9, digital
1f4eb, mail
1f4ee, post
1f4f1, mobil
1f4f2, incoming
1f4f6, network
1f4f7, camera
1f4fa, television
1f4fb, radio
1f4fc, video
1f50a, mountain
1f50d, develop
1f511
1f512
1f513
1f514
1f51e
1f525, hot
1f528, debate
1f52b
1f5fb
1f5fd
1f601
1f602
1f603
1f604
1f609
1f60a
1f60c
1f60d
1f60f
1f612
1f613
1f614
1f616
1f618
1f61a, commit
1f61c, start
1f61d, update
1f61e
1f620
1f621
1f622
1f623
1f625
1f628
1f62a
1f62d
1f630
1f631
1f632
1f633
1f637
1f645
1f646
1f647
1f64c
1f64f
1f680, prototyp
1f683
1f684, producti
1f685
1f687
1f689
1f68c
1f691
1f692
1f693
1f695
1f697
1f699
1f69a
1f6a2, ship
1f6a4, submarine
1f6a5, traffic
1f6a7, construction
1f6ac, cigarette
1f6ad, smoking
1f6b2, bicycle
1f6b6, walk
1f6b9, male
1f6ba, female
1f6bb, unisex
1f6bc, baby
1f6bd, toilet
1f6c0, bath
20e3, parking
220e3, 2
23e9, forward
23ea, rewind
25b6, play
25c0, back
2600, sun
2601, cloud
260e, call
2614, rain
2615, coffee
261d, this
263a, happy
2668, bath
267f, disabil
26a0, warn
26a1, light
26bd, mac
26be, window
26c4, winter
26ea, church
26f3, golf
26f5, sail
26fa, camp
26fd, gas
2702, cut
2708, fly
270a, fighter
270b, hand
270c, success
2728, shine
274c, cross
2754, ?
2755, !
2764, heart
27a1, next
2b05, left
2b06, up
2b07, down
2b55, ok
320e3, 3
420e3, 4
520e3, 5
620e3, 6
720e3, 7
820e3, 8
920e3, 9
e001, man
e002, wo
e003
e004
e005, mom
e006, shirt
e007, commute
e008, picture
e009, phone
e00a
e00b
e00c
e00d
e00e
e00f
e010
e011, success
e012
e013
e014
e015
e016
e017
e018
e019
e01a
e01b
e01c
e01d
e01e
e01f
e020
e021
e022
e023
e024, ago
e025, hour
e026, min
e027, half
e028
e029
e02b, time
e02f, noon
e030
e031
e032
e033
e034
e035
e036, house
e037, religi
e038, corp
e039, trav
e03a
e03b
e03c
e03d
e03e
e03f, serial
e040
e041
e042
e043
e044
e045
e046
e047
e048
e049
e04a
e04b
e04c
e04d
e04e
e04f
e050
e051
e052
e053
e054, operat
e055
e056
e057
e058, worry
e059
e05a
e101, away
e102
e103
e104, develop
e105, hello
e106, create
e107, same
e108, problem
e109, hobby
e10a
e10b, fat
e10c
e10d
e10e
e10f, highligh
e110, health
e111
e112
e113
e114
e115
e116
e117
e118
e119
e11a
e11b, hack
e11c, spy
e11d
e11e, sale
e11f
e120
e121
e122
e123
e124
e125
e126
e127
e128
e129
e12a, device
e12b, version
e12c
e12d
e12e
e12f
e130
e131
e132
e133
e134
e135
e136
e137
e138
e139
e13a
e13b
e13c
e13d
e13e
e13f
e140
e141
e142
e143
e144
e145
e146
e147
e148
e149
e14a
e14b
e14c
e14d
e14e
e14f
e150
e151
e152
e153
e154
e155
e156
e157
e158
e159
e15a
e201, behind
e202
e203
e204, had
e205
e206
e207
e208
e209
e20a
e20b
e20c
e20d
e20e
e20f
e210
e211
e212
e213
e214
e215
e216
e217
e218
e219
e21a
e21b
e21c
e21d
e21e
e21f
e220
e221
e222
e223
e224
e225
e226
e227, language
e228
e229
e22a
e22b
e22c
e22d
e22e, up
e22f, down
e230
e231
e232
e233
e234
e235
e236
e237
e238
e239
e23a
e23b
e23c
e23d
e23e
e23f
e240
e241
e242
e243
e244
e245
e246
e247
e248
e249
e24a
e24b
e24c
e24d
e24e
e24f
e250
e251
e252
e253
e301, write
e302, career
e303, flower
e304, tulip
e305, sunflower
e306, bouq
e307, tropi
e308, cac
e30a
e30b
e30c
e30d
e30e
e30f, 
e310
e311
e312
e313
e314
e315
e316
e317
e318
e319
e31a
e31b
e31c
e31d
e31e
e31f
e320, barbe
e321, gimon
e322, sexy
e323, bag
e324, film
e325, school
e326, musci
e327, shine
e328, in
e329, focu
e32a, for
e32b, mode
e32c, version
e32d, about
e32e, ago
e32f, by
e330
e331
e332
e333
e334
e335
e336
e337
e338
e339
e33a
e33b
e33c
e33d
e33e
e33f, cook
e340
e341
e342
e343
e344
e345
e346
e347
e348
e349
e34a
e34b
e34c
e34d
e401, worry
e402, hm
e403, weak
e404, ha
e405, wink
e406, inequal
e407, accuse
e408, bor
e409, cute
e40a, review
e40b, wait
e40c, pollut
e40d, really
e40e, taint
e40f, bad
e410, hard
e411, cry
e412, comic
e413, sad
e414, joy
e415, funny
e416, angry
e417, blush
e418, kiss
e419, see
e41a, scen
e41b, hear
e41c, talk
e41d, pray
e41e, hand
e41f, agree
e420, good
e421, down
e423, no
e424, yes
e425, marri
e426, wake
e427, high
e428, people
e429, sister
e42a, linux
e401,
e42b
e42c
e42d
e42e
e42f
e430
e431
e432
e433
e434
e435
e436
e437
e438, couple
e439
e43a, educat
e43b
e43c
e43d
e43e
e43f
e440
e441
e442
e443, stream
e444
e445
e446
e447
e448
e449
e44a
e44b
e44c
e501
e502
e503
e504
e505
e506
e507
e508
e509
e50a
e50b
e50c
e50d
e50e
e50f
e510, britan
e511
e512, france
e513, china
e514
e515, white
e516, chinese
e517, indian
e518, old
e519, grandm
e51a
e51b
e51c
e51d
e51e
e51f
e520
e521
e522
e523
e524
e525
e526
e527
e528, do
e529
e52a
e52b
e52c
e52d
e52e
e52f
e530
e531
e532
e533
e534
e535
e536
e537
es, spain
fr, france
it, italy
jp, japan
kr, korea
ru, russia
us, america
